data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-07-27 19:35:56.149649;496;Recife;João Victor;Smartwatch Sansung M3;Myra Stiles;femasculino;dinheiro
2026-01-08 19:31:56.150514;497;Recife;João Victor;Smartphone Sansung Galaxy;Bennie Bray;masculino;dinheiro
2025-11-27 19:42:56.151053;498;Florianopoles;Paulo de Sousa;Playstation 5;Robert Hamilton;masculino;cartão de crédito
2025-07-21 16:20:56.151195;499;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;William Becknell;masculino;boleto
2026-01-25 11:58:56.163835;500;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Joyce Lennox;femasculino;boleto
2025-07-31 14:56:56.166604;501;São Paulo;Ana Oliveira;Geladeira Sansung;Mattie Garroutte;femasculino;pix
2025-02-19 10:19:56.195727;502;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Michael Ford;masculino;cartão de crédito
2025-06-26 16:24:56.196030;503;Recife;João Victor;Geladeira Sansung;Claire Muller;femasculino;dinheiro
2025-04-05 14:01:56.196738;504;Recife;Bruno Otavio;Playstation 5;Kimberly Saunders;femasculino;pix
2025-06-29 10:36:56.196998;505;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Jackie Teegarden;femasculino;cartão de crédito
2025-04-15 19:58:56.201790;506;Florianopoles;Isabale Gomes;Playstation 5;Donald Donovan;masculino;boleto
2025-04-05 20:02:56.202248;507;Recife;Bruno Otavio;Smartwatch Sansung M3;Sharon Montpas;femasculino;dinheiro
2025-01-27 10:43:56.215080;508;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Art Loyd;masculino;pix
2025-06-18 16:53:56.216296;509;Copa Cabana;Luis Costa;Geladeira Sansung;Athena Durant;femasculino;boleto
2025-05-16 14:33:56.217970;510;Belo Horizonte;Olivia Sousa;Playstation 5;Earl Grise;masculino;boleto
2025-07-19 19:37:56.225590;511;Recife;Bruno Otavio;Cama Solteiro Ortobom;Ramona Russell;femasculino;boleto
2025-02-14 17:42:56.226151;512;Recife;João Victor;Smartphone Sansung Galaxy;Sandy Drelick;femasculino;dinheiro
2025-07-28 20:41:56.258541;513;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Dorothy Smith;femasculino;pix
2025-04-15 10:38:56.258793;514;Recife;João Victor;Geladeira Sansung;Gabriel Jones;masculino;cartão de crédito
2025-05-04 11:03:56.258997;515;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Dianne Collins;femasculino;cartão de crédito
2025-11-25 15:06:56.259226;516;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Brenda Blankenship;femasculino;dinheiro
2025-10-09 12:15:56.259559;517;Recife;Bruno Otavio;Cama Solteiro Ortobom;Lorena Williams;femasculino;cartão de crédito
2025-03-10 15:10:56.259841;518;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;David Gray;masculino;pix
2025-11-25 17:38:56.259981;519;Florianopoles;Paulo de Sousa;Geladeira Sansung;Phyllis Shepherd;femasculino;cartão de crédito
2025-07-03 14:07:56.260319;520;Recife;João Victor;Playstation 5;Theresa Thompson;femasculino;dinheiro
2026-01-20 15:28:56.260459;521;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Megan Hall;femasculino;cartão de crédito
2025-07-04 14:40:56.260624;522;São Paulo;Ana Oliveira;Geladeira Sansung;Mark Heishman;masculino;cartão de crédito
2025-12-17 18:40:56.268451;523;Recife;Bruno Otavio;Playstation 5;Leroy Martinez;masculino;cartão de crédito
2025-03-20 10:16:56.268870;524;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Joel Hopkins;masculino;boleto
2025-02-06 11:51:56.269370;525;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Bonnie Emory;femasculino;boleto
2025-09-06 15:17:56.271731;526;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Michael Bray;masculino;boleto
2025-02-21 18:51:56.272509;527;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Jamie Malkin;femasculino;dinheiro
2026-01-08 14:22:56.278795;528;Belo Horizonte;Joana Silva;Playstation 5;Gregory Mankins;masculino;cartão de crédito
2025-07-04 10:55:56.298743;529;Recife;Bruno Otavio;Playstation 5;Pamela Glaser;femasculino;pix
2025-11-25 10:19:56.300452;530;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Zachary Porter;masculino;pix
2025-03-08 11:38:56.300701;531;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Laura Gillette;femasculino;dinheiro
2025-09-02 19:57:56.301778;532;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Ema Hachigian;femasculino;cartão de crédito
2025-05-10 19:40:56.327130;533;Florianopoles;Paulo de Sousa;Playstation 5;Katherine Hill;femasculino;cartão de crédito
2025-06-26 15:26:56.327393;534;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Edwin Wood;masculino;cartão de crédito
2025-12-29 13:30:56.327591;535;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Andrew Hutchingson;masculino;pix
2025-10-30 17:42:56.346738;536;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Lee Martin;femasculino;dinheiro
2025-11-07 17:42:56.347100;537;Recife;João Victor;Smartwatch Sansung M3;Jami Vassallo;femasculino;dinheiro
2025-05-16 18:38:56.351353;538;Recife;João Victor;Geladeira Sansung;Thomas Wallace;masculino;dinheiro
2025-04-03 18:28:56.351595;539;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Patricia Parker;femasculino;boleto
2025-04-16 12:20:56.351734;540;São Paulo;Lucas Pereira;Playstation 5;Olga Weakley;femasculino;pix
2025-02-01 16:56:56.355940;541;Recife;João Victor;Geladeira Sansung;Peter Pierce;masculino;cartão de crédito
2025-05-05 17:22:56.356458;542;Copa Cabana;Luis Costa;Playstation 5;Latricia Wyant;femasculino;cartão de crédito
2025-12-18 16:41:56.359035;543;Copa Cabana;Carlos Silva;Playstation 5;Amber Weeks;femasculino;pix
2025-09-17 20:22:56.359470;544;Recife;João Victor;Playstation 5;Kevin Dye;masculino;boleto
2025-12-12 15:16:56.359959;545;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Mabel Smith;femasculino;cartão de crédito
2025-08-12 20:57:56.360162;546;Recife;João Victor;Playstation 5;James Walker;masculino;pix
2025-07-21 13:41:56.360285;547;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Desiree Vasquez;femasculino;cartão de crédito
2025-09-12 14:52:56.360632;548;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Richard Boling;masculino;dinheiro
2025-02-01 11:14:56.361776;549;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Joseph White;masculino;boleto
2025-02-15 14:50:56.361890;550;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Chester Williams;masculino;cartão de crédito
2025-09-20 15:40:56.362060;551;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Rebecca Perry;femasculino;cartão de crédito
2025-11-16 12:07:56.362201;552;Recife;João Victor;Smartwatch Sansung M3;John Popovich;masculino;pix
2025-08-15 14:42:56.366982;553;Recife;João Victor;Smartphone Sansung Galaxy;Romana Vanblaricum;femasculino;dinheiro
2025-02-15 12:14:56.394551;554;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Robert Smith;masculino;dinheiro
2025-11-30 10:10:56.394795;555;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Andrew Lambdin;masculino;boleto
2025-12-14 18:08:56.399576;556;Belo Horizonte;Olivia Sousa;Playstation 5;Aubrey Wattles;femasculino;pix
2025-04-30 17:31:56.410119;557;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Todd Burch;masculino;pix
2025-12-21 12:01:56.410883;558;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Kelly Held;femasculino;cartão de crédito
2025-05-13 19:27:56.413246;559;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Calvin Celestine;masculino;cartão de crédito
2025-06-14 16:40:56.417726;560;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Brandon Lambert;masculino;boleto
2025-10-28 20:14:56.418062;561;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Stella Myers;femasculino;dinheiro
2025-03-17 18:15:56.418375;562;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Antonio Mcculough;masculino;pix
2025-06-16 11:02:56.443736;563;Copa Cabana;Luis Costa;Geladeira Sansung;Barbara Garrett;femasculino;dinheiro
2025-08-15 10:30:56.444162;564;Florianopoles;Isabale Gomes;Playstation 5;Catherine Dalton;femasculino;cartão de crédito
2025-03-19 18:25:56.444593;565;Recife;Bruno Otavio;Geladeira Sansung;Linda Ross;femasculino;boleto
2025-06-23 12:19:56.444759;566;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Mindy Scheffler;femasculino;boleto
2025-11-01 19:34:56.448719;567;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Matthew Richter;masculino;boleto
2025-12-20 20:34:56.449521;568;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Donald Ozuna;masculino;boleto
2025-09-29 13:31:56.451880;569;Recife;João Victor;Smartwatch Sansung M3;Jack Grimm;masculino;boleto
2025-03-02 16:10:56.452588;570;São Paulo;Lucas Pereira;Playstation 5;Gary Woods;masculino;pix
2025-08-21 20:16:56.452754;571;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Elizabeth Young;femasculino;dinheiro
2025-06-20 16:11:56.452888;572;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Felicia Floyd;femasculino;boleto
2025-06-01 11:26:56.453239;573;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Timothy Irwin;masculino;pix
2025-02-24 18:24:56.453701;574;Recife;Bruno Otavio;Cama Solteiro Ortobom;Diana Rudisill;femasculino;dinheiro
2025-03-14 20:17:56.458486;575;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Darnell Duvall;masculino;dinheiro
2025-08-13 14:35:56.459459;576;Copa Cabana;Luis Costa;Playstation 5;Mary Heil;femasculino;pix
2025-10-26 14:39:56.462097;577;Florianopoles;Isabale Gomes;Geladeira Sansung;Philip Kenny;masculino;dinheiro
2025-06-03 20:16:56.462874;578;São Paulo;Ana Oliveira;Playstation 5;Chere Hubbell;femasculino;cartão de crédito
2025-10-23 12:49:56.466499;579;Recife;João Victor;Smartwatch Sansung M3;Theresa Brantly;femasculino;dinheiro
2025-12-15 14:42:56.487674;580;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Diana Flythe;femasculino;pix
2025-06-10 13:41:56.493982;581;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Gregory Valenzuela;masculino;dinheiro
2025-08-09 15:58:56.494495;582;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;James Wheeler;masculino;cartão de crédito
2026-01-13 14:01:56.494680;583;Recife;João Victor;Playstation 5;Mildred Stevens;femasculino;dinheiro
2025-09-18 11:41:56.494848;584;Belo Horizonte;Joana Silva;Geladeira Sansung;William Baker;masculino;boleto
2025-03-16 12:27:56.494968;585;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Heidi Ansbro;femasculino;cartão de crédito
2025-09-16 10:22:56.516613;586;São Paulo;Lucas Pereira;Playstation 5;Bryant Bennett;masculino;dinheiro
2025-05-12 17:56:56.516980;587;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Karen Kemppainen;femasculino;cartão de crédito
2025-06-01 11:56:56.530727;588;Florianopoles;Paulo de Sousa;Playstation 5;Ralph Clarke;masculino;dinheiro
2026-01-24 16:41:56.531110;589;Belo Horizonte;Joana Silva;Geladeira Sansung;Clyde Yun;masculino;cartão de crédito
2025-01-31 15:46:56.534234;590;Copa Cabana;Luis Costa;Geladeira Sansung;Merle Semien;masculino;cartão de crédito
2025-04-24 12:18:56.543255;591;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Matthew Watts;masculino;pix
2025-01-26 19:44:56.543584;592;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Edward Woon;masculino;pix
2025-10-10 12:25:56.558836;593;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Jeffery Matthews;masculino;dinheiro
2025-01-27 18:14:56.559145;594;Florianopoles;Paulo de Sousa;Playstation 5;Cynthia Degirolamo;femasculino;dinheiro
2025-08-13 20:11:56.577246;595;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;John Clouse;masculino;cartão de crédito
2025-12-31 16:07:56.579178;596;Recife;João Victor;Smartwatch Sansung M3;Christine Garcia;femasculino;boleto
2025-12-20 11:12:56.579352;597;Florianopoles;Paulo de Sousa;Playstation 5;Gaynelle Sroka;femasculino;boleto
2025-08-29 17:29:56.584278;598;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Magdalen Johnson;femasculino;dinheiro
2025-05-22 18:05:56.585479;599;Belo Horizonte;Joana Silva;Geladeira Sansung;Danny Dang;masculino;cartão de crédito
2025-10-11 12:44:56.587004;600;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Anna Keitt;femasculino;boleto
2025-08-15 17:46:56.591781;601;Copa Cabana;Luis Costa;Geladeira Sansung;Jonathan Allen;masculino;dinheiro
2025-11-25 11:29:56.592035;602;Recife;João Victor;Cama Solteiro Ortobom;Willie Dunkerson;masculino;boleto
2025-07-29 15:13:56.599880;603;Recife;Bruno Otavio;Playstation 5;Frank Rasmussen;masculino;boleto
2025-06-24 11:35:56.600383;604;Belo Horizonte;Olivia Sousa;Playstation 5;Jess Whetstone;masculino;dinheiro
2025-10-29 16:16:56.602465;605;Recife;Bruno Otavio;Smartwatch Sansung M3;Rodney Phelps;masculino;cartão de crédito
2025-09-14 14:27:56.602791;606;Recife;João Victor;Smartphone Sansung Galaxy;Dennis Brandy;masculino;pix
2025-06-16 19:15:56.608343;607;Copa Cabana;Carlos Silva;Geladeira Sansung;David Malone;masculino;cartão de crédito
2025-08-30 11:27:56.608680;608;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Terrie Duncan;femasculino;cartão de crédito
2025-07-26 16:31:56.609117;609;Recife;Bruno Otavio;Geladeira Sansung;Roger Freeman;masculino;cartão de crédito
2025-05-08 14:10:56.609301;610;São Paulo;Lucas Pereira;Playstation 5;Kimberlie Kassler;femasculino;boleto
2025-03-23 18:04:56.635493;611;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Tammy Walters;femasculino;pix
2025-03-04 20:15:56.635837;612;Belo Horizonte;Olivia Sousa;Playstation 5;Matthew Garrett;masculino;dinheiro
2025-11-14 20:50:56.636057;613;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Doris Renfro;femasculino;cartão de crédito
2025-02-21 20:49:56.637313;614;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Mary Guererro;femasculino;pix
2025-11-04 14:30:56.657607;615;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Benita Hernandez;femasculino;boleto
2025-04-13 14:02:56.658337;616;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Billy Hickman;masculino;pix
2025-10-24 11:35:56.658897;617;São Paulo;Lucas Pereira;Geladeira Sansung;Jennifer Thompson;femasculino;pix
2025-03-24 14:57:56.659083;618;Recife;Bruno Otavio;Geladeira Sansung;Christal Foley;femasculino;pix
2025-02-26 14:49:56.660233;619;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Nicholas Steinborn;masculino;boleto
2025-12-15 18:18:56.682890;620;São Paulo;Ana Oliveira;Playstation 5;Virginia Oreilly;femasculino;boleto
2025-08-31 14:24:56.684409;621;Recife;Bruno Otavio;Smartwatch Sansung M3;Eleanor Minner;femasculino;cartão de crédito
2025-02-15 16:33:56.689288;622;São Paulo;Ana Oliveira;Playstation 5;Carl Philson;masculino;pix
2025-05-05 15:49:56.700983;623;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Terry John;femasculino;dinheiro
2025-03-13 15:33:56.702179;624;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Charles Winter;masculino;dinheiro
2025-08-14 16:05:56.703045;625;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Mildred Johnson;femasculino;boleto
2025-03-28 17:37:56.703267;626;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Joseph Atkinson;masculino;boleto
2025-10-24 20:25:56.703806;627;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Susan Nicolas;femasculino;pix
2025-12-09 10:23:56.707944;628;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Lucia Sullivan;femasculino;dinheiro
2025-08-18 10:56:56.708377;629;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Mark Kehoe;masculino;pix
2025-03-01 11:46:56.710292;630;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Robert Schulist;masculino;dinheiro
2025-07-06 17:40:56.743618;631;Copa Cabana;Luis Costa;Playstation 5;Diane Cherubino;femasculino;pix
2025-08-10 20:48:56.764990;632;Florianopoles;Isabale Gomes;Geladeira Sansung;Bernadette Rafter;femasculino;cartão de crédito
2025-06-01 17:59:56.771825;633;São Paulo;Ana Oliveira;Playstation 5;Rachell Belcher;femasculino;boleto
2025-05-08 13:21:56.773191;634;Copa Cabana;Luis Costa;Playstation 5;Francisca Scott;femasculino;pix
2025-02-12 16:04:56.773515;635;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Samuel Choi;masculino;dinheiro
2025-11-20 12:04:56.774200;636;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Thomas Burke;masculino;dinheiro
2025-04-19 18:40:56.774412;637;Florianopoles;Isabale Gomes;Geladeira Sansung;John Greene;masculino;dinheiro
2025-02-16 16:01:56.774579;638;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Michael Hernandez;masculino;boleto
2025-04-13 16:51:56.774698;639;Recife;Bruno Otavio;Geladeira Sansung;Jose Stpeter;masculino;cartão de crédito
2025-10-06 11:06:56.778400;640;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Ralph Harmon;masculino;pix
2025-07-24 16:06:56.778721;641;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Lisa Robinson;femasculino;pix
2025-10-22 16:49:56.778861;642;São Paulo;Ana Oliveira;Geladeira Sansung;Zachary Macdonald;masculino;cartão de crédito
2025-03-09 10:39:56.779316;643;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Ashley Taylor;femasculino;dinheiro
2025-02-25 15:11:56.779448;644;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Brian Oliver;masculino;boleto
2025-04-07 20:39:56.779627;645;Recife;João Victor;Smartwatch Sansung M3;Gary Bright;masculino;dinheiro
2025-07-06 16:13:56.780052;646;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Mary Kook;femasculino;pix
2025-08-15 17:13:56.800352;647;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;John Stamper;masculino;dinheiro
2025-03-16 14:57:56.801457;648;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Christina Caldwell;femasculino;cartão de crédito
2025-05-08 10:58:56.801709;649;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Joseph Madison;masculino;cartão de crédito
2025-08-22 15:36:56.802203;650;São Paulo;Lucas Pereira;Playstation 5;George Getz;masculino;pix
2025-03-30 15:20:56.803809;651;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Jessica Strong;femasculino;cartão de crédito
2025-10-17 10:59:56.804158;652;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Susan Sanders;femasculino;dinheiro
2025-05-18 18:30:56.804291;653;Belo Horizonte;Joana Silva;Geladeira Sansung;Velma Dishman;femasculino;pix
2025-11-09 15:02:56.806662;654;São Paulo;Lucas Pereira;Playstation 5;Geoffrey Taylor;masculino;cartão de crédito
2025-03-29 12:44:56.806971;655;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Dorothy Cleary;femasculino;boleto
2025-06-26 16:18:56.807956;656;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Robert Barnes;masculino;dinheiro
2025-08-28 16:24:56.808092;657;Copa Cabana;Luis Costa;Playstation 5;Marietta Richards;femasculino;cartão de crédito
2025-11-28 10:40:56.808568;658;Belo Horizonte;Olivia Sousa;Playstation 5;Margery Garcia;femasculino;boleto
2025-06-04 17:30:56.808979;659;Recife;João Victor;Playstation 5;Robert Allen;masculino;dinheiro
2025-10-08 19:43:56.809096;660;São Paulo;Lucas Pereira;Geladeira Sansung;Sherry Dunlap;femasculino;cartão de crédito
2025-10-14 19:02:56.809528;661;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Megan Hatchett;femasculino;boleto
2025-06-01 20:25:56.811120;662;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Nadia Tetreault;femasculino;cartão de crédito
2025-11-14 10:59:56.813405;663;Copa Cabana;Carlos Silva;Playstation 5;Darrell Price;masculino;dinheiro
2025-08-26 15:57:56.813595;664;Recife;João Victor;Smartphone Sansung Galaxy;Sean Webb;masculino;boleto
2025-08-28 14:42:56.813768;665;Copa Cabana;Carlos Silva;Geladeira Sansung;Karen Ward;femasculino;dinheiro
2025-03-31 12:58:56.813895;666;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Bertram Evans;masculino;boleto
2026-01-14 15:37:56.814381;667;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Aida Egan;femasculino;dinheiro
2025-08-14 13:58:56.815249;668;Recife;João Victor;Playstation 5;Sandra Lizama;femasculino;cartão de crédito
2025-08-23 15:26:56.824839;669;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Cherryl Fritzler;femasculino;cartão de crédito
2025-09-08 19:48:56.832701;670;Belo Horizonte;Olivia Sousa;Playstation 5;Kathline Eidson;femasculino;cartão de crédito
2025-10-13 10:01:56.836675;671;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;John Brooks;masculino;pix
2025-12-15 13:15:56.836844;672;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Elsie Long;femasculino;dinheiro
2025-04-30 19:02:56.837050;673;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Gladys Stephen;femasculino;boleto
2025-04-28 14:51:56.838541;674;Recife;João Victor;Smartphone Sansung Galaxy;Christopher Olivarria;masculino;pix
2025-10-04 20:26:56.843900;675;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Roy Mason;masculino;dinheiro
2025-01-31 15:46:56.844168;676;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Judy Hevey;femasculino;boleto
2025-02-04 11:47:56.852337;677;Recife;João Victor;Cama Solteiro Ortobom;Eric Olmos;masculino;cartão de crédito
2025-04-19 14:52:56.854504;678;São Paulo;Ana Oliveira;Geladeira Sansung;Jeremy Martinez;masculino;cartão de crédito
2025-11-27 20:46:56.854659;679;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Judy Winters;femasculino;boleto
2025-11-17 15:52:56.855017;680;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Allen Littlefield;masculino;pix
2025-04-27 19:47:56.856120;681;São Paulo;Lucas Pereira;Geladeira Sansung;Thomas Johnson;masculino;cartão de crédito
2025-07-22 13:40:56.856290;682;Florianopoles;Paulo de Sousa;Playstation 5;Robert Nelson;masculino;boleto
2025-10-06 13:21:56.856422;683;Recife;João Victor;Smartphone Sansung Galaxy;Travis Garcia;masculino;boleto
2025-05-26 11:07:56.856571;684;Florianopoles;Paulo de Sousa;Geladeira Sansung;David Buggs;masculino;pix
2025-08-14 10:38:56.858854;685;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Deborah Lott;femasculino;dinheiro
2025-09-23 15:38:56.859368;686;Florianopoles;Paulo de Sousa;Playstation 5;Dannielle Miller;femasculino;pix
2025-02-16 20:02:56.860849;687;Recife;João Victor;Smartwatch Sansung M3;Barbara Cunha;femasculino;pix
2025-04-01 16:52:56.863861;688;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Amanda Fothergill;femasculino;boleto
2025-08-06 20:01:56.873353;689;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Patricia Jageman;femasculino;boleto
2025-09-17 11:01:56.896949;690;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Cathryn Burks;femasculino;boleto
2025-05-05 11:58:56.897830;691;Florianopoles;Paulo de Sousa;Playstation 5;Gladys King;femasculino;pix
2025-05-08 14:16:56.897999;692;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Kevin Pepper;masculino;boleto
2025-12-02 16:21:56.898909;693;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;John Smith;masculino;boleto
2025-11-26 11:42:56.899020;694;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Karen Williams;femasculino;pix
2025-02-01 13:01:56.899139;695;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Susan Nelson;femasculino;cartão de crédito
2025-04-26 17:37:56.899261;696;Recife;João Victor;Playstation 5;Edwin Mason;masculino;pix
2025-07-19 11:24:56.899448;697;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Ann Vogel;femasculino;boleto
2025-12-09 11:40:56.900040;698;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Laurie Peterson;femasculino;dinheiro
2025-11-19 15:00:56.900230;699;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Belinda Harrison;femasculino;boleto
2026-01-19 17:48:56.900474;700;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Patricia Ross;femasculino;pix
2025-10-03 10:26:56.900604;701;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Patricia Janek;masculino;pix
2025-02-26 13:23:56.914415;702;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Jerry Castillo;masculino;pix
2025-09-29 18:27:56.914763;703;Florianopoles;Paulo de Sousa;Geladeira Sansung;Doreen Scalise;femasculino;dinheiro
2025-12-06 10:21:56.917866;704;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Pansy Mebane;femasculino;cartão de crédito
2025-06-06 12:15:56.921836;705;São Paulo;Lucas Pereira;Playstation 5;Reid Knorr;masculino;pix
2025-08-06 11:02:56.926925;706;Recife;João Victor;Cama Solteiro Ortobom;Lillie Ayala;femasculino;pix
2025-07-02 17:33:56.927369;707;Recife;João Victor;Smartphone Sansung Galaxy;Mark Anderson;masculino;pix
2025-07-16 16:18:56.927504;708;Florianopoles;Paulo de Sousa;Geladeira Sansung;Dora Holtmeier;femasculino;cartão de crédito
2025-04-28 11:47:56.958643;709;Recife;João Victor;Smartphone Sansung Galaxy;Kenneth Fulk;masculino;dinheiro
2025-02-03 17:45:56.961266;710;Copa Cabana;Luis Costa;Geladeira Sansung;Patricia Orr;femasculino;boleto
2025-04-10 20:22:56.961673;711;São Paulo;Lucas Pereira;Playstation 5;William Tirabassi;masculino;boleto
2025-02-24 11:16:56.980120;712;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Shannon Marker;femasculino;cartão de crédito
2025-09-22 20:56:56.982197;713;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Jennifer Fryer;femasculino;boleto
2025-07-31 14:08:56.983856;714;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Charles Carmona;masculino;pix
2025-03-13 11:26:56.984720;715;Belo Horizonte;Joana Silva;Geladeira Sansung;Julian Ingerson;masculino;cartão de crédito
2025-05-18 19:17:56.994039;716;Recife;Bruno Otavio;Playstation 5;Laura Alves;femasculino;dinheiro
2025-12-19 16:46:56.995506;717;Florianopoles;Paulo de Sousa;Geladeira Sansung;Richard Lee;masculino;dinheiro
